geneID,time,Myc_gene,Gen_type,Gen_sign_Mock,Gen_sign_Myc,ASE_type,ASE_sign,F0_Oh43_logFC,F0_Oh43_adj.P.Val,F1_allele_logFC,F1_allele_adj.P.Val,myc_Oh43_logFC,myc_Oh43_adj.P.Val,mock_Oh43_logFC,mock_Oh43_adj.P.Val,Working.Symbol,v4.Gene.Model.ID,v3.Gene.Model.ID,Full.Name,Working.Source,chr,start_V5_bp,end_V5_bp,pos_v5_bp,chr_start_bp,pos_v5_cum_bp,armando_hotlist
Zm00001eb011970,T2,NA,5_Constitutive,down,down,NA,NA,NA,NA,NA,NA,-5.93961629789244,1.23982204733278e-6,-6.77160252380085,1.43902791375127e-7,limtf2,Zm00001d028567,GRMZM2G160198,LIM-transcription factor 2,NA,chr1,38963680,38967458,38965569,0,38965569,NA
Zm00001eb030870,T1,NA,5_Constitutive,down,down,NA,NA,NA,NA,NA,NA,-0.522877447434243,3.26414884819571e-5,-0.719228562132813,1.80589010793982e-6,limtf4,Zm00001d030953,AT4G36860,LIM-transcription factor 4,NA,chr1,170915113,170920881,170917997,0,170917997,NA
Zm00001eb030870,T2,non-signi,5_Constitutive,down,down,Compensatory,down,-0.379163893142157,0.0739564277777141,-0.405315954811101,0.0451882959429444,-0.40827377297488,0.00326079896468725,-0.759091557315997,7.85968028145529e-4,limtf4,Zm00001d030953,AT4G36860,LIM-transcription factor 4,NA,chr1,170915113,170920881,170917997,0,170917997,NA
Zm00001eb051170,T1,NA,5_Constitutive,up,up,NA,NA,NA,NA,NA,NA,0.377661774072008,0.00449703679008677,0.303457025667522,0.045143493938535,limtf5,Zm00001d033297,GRMZM2G342105,LIM-transcription factor 5,NA,chr1,260218976,260229523,260224250,0,260224250,NA
Zm00001eb051170,T2,NA,Ambiguous,up,up,NA,NA,NA,NA,NA,NA,0.438216219676693,0.0619633334594527,0.593996614385331,9.81789011513981e-4,limtf5,Zm00001d033297,GRMZM2G342105,LIM-transcription factor 5,NA,chr1,260218976,260229523,260224250,0,260224250,NA
Zm00001eb075650,T1,NA,5_Constitutive,up,up,NA,NA,NA,NA,NA,NA,3.36510697697096,2.81393299274771e-4,4.19291387378836,1.32307147844551e-5,limtf6,Zm00001d002844,GRMZM2G153268,LIM-transcription factor 6,NA,chr2,24581967,24583547,24582757,308452471,333035228,NA
Zm00001eb075650,T2,NA,Ambiguous,up,up,NA,NA,NA,NA,NA,NA,1.99345337711054,0.0516212874285238,1.97453812218277,0.0580638851516985,limtf6,Zm00001d002844,GRMZM2G153268,LIM-transcription factor 6,NA,chr2,24581967,24583547,24582757,308452471,333035228,NA
Zm00001eb137920,T1,NA,1_Myc conditional,down,up,NA,NA,NA,NA,NA,NA,0.681467297549888,0.009810206816725,-0.210600693863951,0.153671837038695,limtf7,Zm00001d041725,GRMZM2G175761,LIM-transcription factor 7,NA,chr3,136226012,136227640,136226826,552127662,688354488,NA
Zm00001eb137920,T2,NA,4_Antagonistic,down,up,NA,NA,NA,NA,NA,NA,0.609913477989145,0.00240352358220793,-0.569105093179433,0.0230532033795319,limtf7,Zm00001d041725,GRMZM2G175761,LIM-transcription factor 7,NA,chr3,136226012,136227640,136226826,552127662,688354488,NA
Zm00001eb248550,T1,NA,8_Conserved,up,down,NA,NA,NA,NA,NA,NA,-0.876713264494698,0.0915754284942658,0.0607056156888854,0.888452168211342,limtf9,Zm00001d017382,GRMZM2G170034,LIM-transcription factor 9,NA,chr5,192938820,192940623,192939722,1040475889,1233415611,NA
Zm00001eb248550,T2,NA,7_Myc responsive,down,up,NA,NA,NA,NA,NA,NA,0.391477735945155,0.681570483057272,-1.35459147410846,0.0826814524436199,limtf9,Zm00001d017382,GRMZM2G170034,LIM-transcription factor 9,NA,chr5,192938820,192940623,192939722,1040475889,1233415611,NA
Zm00001eb264930,T1,NA,5_Constitutive,up,up,NA,NA,NA,NA,NA,NA,0.20063232119622,0.0419019830801095,0.323898093535209,0.00180689404048669,lip15,Zm00001d035440,AW585290,low temperature-induced protein15,NA,chr6,32025001,32025621,32025311,1266829338,1298854649,NA
Zm00001eb264930,T2,non-signi,8_Conserved,down,down,Conserved,down,-0.260119320257279,0.30476542605299,-0.401455132962772,0.227590362646126,-0.15718015022289,0.120409618067179,-0.0934455231662882,0.508176486177598,lip15,Zm00001d035440,AW585290,low temperature-induced protein15,NA,chr6,32025001,32025621,32025311,1266829338,1298854649,NA
Zm00001eb192910,T1,NA,6_Fixed,up,up,NA,NA,NA,NA,NA,NA,0.517242071597214,0.0110340884776509,0.965295827609151,0.00110053239971067,lkrsdh1,Zm00001d052079,GRMZM2G181362,lysine-ketoglutarate reductase/saccharopine dehydrogenase1,NA,chr4,180804799,180816362,180810580,790145429,970956009,NA
Zm00001eb192910,T2,NA,3_Modulated,up,up,NA,NA,NA,NA,NA,NA,1.75215822346809,7.67727251085759e-9,0.637778571060193,0.004602503153044,lkrsdh1,Zm00001d052079,GRMZM2G181362,lysine-ketoglutarate reductase/saccharopine dehydrogenase1,NA,chr4,180804799,180816362,180810580,790145429,970956009,NA
Zm00001eb117940,T1,NA,8_Conserved,up,up,NA,NA,NA,NA,NA,NA,0.751518464587448,0.105359463564124,0.186661191595176,0.608026678373352,ll1,Zm00001d007971,GRMZM2G402239,long primary root and lateral roots1,NA,chr2,241834608,241836482,241835545,308452471,550288016,NA
Zm00001eb117940,T2,NA,1_Myc conditional,down,up,NA,NA,NA,NA,NA,NA,1.20035017108452,0.0456823965369012,-1.02465564930585,0.161652936631446,ll1,Zm00001d007971,GRMZM2G402239,long primary root and lateral roots1,NA,chr2,241834608,241836482,241835545,308452471,550288016,NA
Zm00001eb316280,T1,NA,5_Constitutive,up,up,NA,NA,NA,NA,NA,NA,3.73547606537043,2.59045871545411e-4,4.6381199007022,1.58137822656396e-4,llg2,Zm00001d020876,GRMZM2G079499,lorelei-like glycosylphosphatidylinositol-anchor2,NA,chr7,136533569,136534959,136534264,1448186572,1584720836,NA
Zm00001eb316280,T2,NA,8_Conserved,up,up,NA,NA,NA,NA,NA,NA,1.48207607386894,0.13322247971413,1.4393146169866,0.180065397393718,llg2,Zm00001d020876,GRMZM2G079499,lorelei-like glycosylphosphatidylinositol-anchor2,NA,chr7,136533569,136534959,136534264,1448186572,1584720836,NA
Zm00001eb189180,T1,NA,7_Myc responsive,down,up,NA,NA,NA,NA,NA,NA,0.354908742680515,0.103385495721729,-0.197534079148706,0.24458583373676,llg3,Zm00001d051672,GRMZM2G014994,lorelei-like glycosylphosphatidylinositol-anchor3,NA,chr4,168344785,168355517,168350151,790145429,958495580,NA
Zm00001eb189180,T2,NA,1_Myc conditional,down,up,NA,NA,NA,NA,NA,NA,0.437160563806217,0.0431663861049787,-0.555104996349017,0.1377961627885,llg3,Zm00001d051672,GRMZM2G014994,lorelei-like glycosylphosphatidylinositol-anchor3,NA,chr4,168344785,168355517,168350151,790145429,958495580,NA
Zm00001eb253070,T1,NA,8_Conserved,down,down,NA,NA,NA,NA,NA,NA,-0.0881294770898596,0.639921056912699,-0.100954660706136,0.373344786769006,llg4,Zm00001d017874,GRMZM2G150172,lorelei-like glycosylphosphatidylinositol-anchor,NA,chr5,211953762,211962637,211958200,1040475889,1252434089,NA
Zm00001eb253070,T2,NA,8_Conserved,up,up,NA,NA,NA,NA,NA,NA,0.342909122470455,0.0553759993905558,0.342719783525153,0.335908358862814,llg4,Zm00001d017874,GRMZM2G150172,lorelei-like glycosylphosphatidylinositol-anchor,NA,chr5,211953762,211962637,211958200,1040475889,1252434089,NA
Zm00001eb003760,T1,NA,7_Myc responsive,down,up,NA,NA,NA,NA,NA,NA,0.00985662450926981,0.956150962946549,-0.139741556277347,0.402450566016352,lls1,Zm00001d027656,AY110853,lethal leaf spot1,NA,chr1,10197232,10201491,10199362,0,10199362,NA
Zm00001eb003760,T2,NA,Ambiguous,up,up,NA,NA,NA,NA,NA,NA,0.343426034751247,0.017152727296411,0.0936921908312956,0.566364800293401,lls1,Zm00001d027656,AY110853,lethal leaf spot1,NA,chr1,10197232,10201491,10199362,0,10199362,NA
Zm00001eb277490,T1,NA,2_Mock conditional,up,up,NA,NA,NA,NA,NA,NA,0.0793648609419824,0.582450026596611,0.499275559699206,0.0021252666988031,ln1,Zm00001d036982,GRMZM2G169089,linoleic acid1,NA,chr6,115183677,115190578,115187128,1266829338,1382016466,NA
Zm00001eb277490,T2,NA,5_Constitutive,up,up,NA,NA,NA,NA,NA,NA,0.501450948612846,0.0428030754081822,0.452103252679914,0.018380170219957,ln1,Zm00001d036982,GRMZM2G169089,linoleic acid1,NA,chr6,115183677,115190578,115187128,1266829338,1382016466,NA
Zm00001eb018850,T1,NA,Ambiguous,down,down,NA,NA,NA,NA,NA,NA,-0.265209914338643,0.0222067291512868,-0.0817903573618145,0.394659894506374,lnk1,Zm00001d029378,GRMZM2G107499,night light-inducible and clock-regulated ortholog1,NA,chr1,67507722,67513947,67510834,0,67510834,NA
Zm00001eb018850,T2,signi,2_Mock conditional,down,down,Compensatory,down,-0.145704413745402,0.531224964312765,-0.618197047946015,0.0372849536592273,-0.0757408942677811,0.692452537455412,-0.978311743039039,1.07558947677812e-4,lnk1,Zm00001d029378,GRMZM2G107499,night light-inducible and clock-regulated ortholog1,NA,chr1,67507722,67513947,67510834,0,67510834,NA
Zm00001eb125210,T1,NA,6_Fixed,down,down,NA,NA,NA,NA,NA,NA,-0.7581818623193,1.28133457660297e-4,-0.664166189202314,3.28963844766927e-5,LOC100170248,Zm00001d039973,GRMZM2G098011,NA,NA,chr3,21909084,21915460,21912272,552127662,574039934,NA
Zm00001eb125210,T2,NA,1_Myc conditional,down,down,NA,NA,NA,NA,NA,NA,-1.01473878286285,4.11357038931135e-5,-0.190510587281404,0.190906349829648,LOC100170248,Zm00001d039973,GRMZM2G098011,NA,NA,chr3,21909084,21915460,21912272,552127662,574039934,NA
Zm00001eb345770,T1,NA,5_Constitutive,down,down,NA,NA,NA,NA,NA,NA,-1.68475201264122,7.70790672907161e-5,-2.36171244242685,3.07626983362818e-7,LOC100170249,Zm00001d009799,GRMZM2G093323,NA,NA,chr8,82049282,82052787,82051034,1633995488,1716046522,NA
Zm00001eb345770,T2,NA,5_Constitutive,down,down,NA,NA,NA,NA,NA,NA,-1.59099856136907,5.10152262793933e-4,-2.07329236206002,1.27588259353813e-5,LOC100170249,Zm00001d009799,GRMZM2G093323,NA,NA,chr8,82049282,82052787,82051034,1633995488,1716046522,NA
Zm00001eb015550,T1,NA,Ambiguous,up,down,NA,NA,NA,NA,NA,NA,-0.438855465348357,0.0615981909775043,0.190606711697834,0.133294798373813,LOC100191145,Zm00001d028992,GRMZM2G102365,NA,NA,chr1,53328775,53331330,53330052,0,53330052,NA
Zm00001eb015550,T2,NA,6_Fixed,down,down,NA,NA,NA,NA,NA,NA,-0.471486563975878,0.0452912491449122,-0.706620159705215,0.00391176469649938,LOC100191145,Zm00001d028992,GRMZM2G102365,NA,NA,chr1,53328775,53331330,53330052,0,53330052,NA
Zm00001eb012210,T1,NA,5_Constitutive,up,up,NA,NA,NA,NA,NA,NA,0.435889662371335,0.00331061245627819,0.360627110935055,0.0403788754959276,LOC100191166,Zm00001d028596,AT2G37678,NA,NA,chr1,39817584,39827615,39822600,0,39822600,NA
Zm00001eb012210,T2,NA,Ambiguous,up,up,NA,NA,NA,NA,NA,NA,0.343336297361276,0.0071052836538207,0.292089293685811,0.100054422566926,LOC100191166,Zm00001d028596,AT2G37678,NA,NA,chr1,39817584,39827615,39822600,0,39822600,NA
Zm00001eb377290,T1,NA,Ambiguous,down,down,NA,NA,NA,NA,NA,NA,-0.183834536662705,0.131119297885275,-0.252470954476654,0.0415387624685154,LOC100191198,Zm00001d045382,GRMZM2G173693,NA,NA,chr9,22301714,22305830,22303772,1816406690,1838710462,NA
Zm00001eb377290,T2,non-signi,8_Conserved,down,down,Conserved,down,0.334509311653741,0.143375741175896,-0.189775473955749,0.504793916421325,-0.144175311531955,0.2328353314873,-0.141548258797961,0.309670698789332,LOC100191198,Zm00001d045382,GRMZM2G173693,NA,NA,chr9,22301714,22305830,22303772,1816406690,1838710462,NA
Zm00001eb149010,T1,NA,8_Conserved,up,up,NA,NA,NA,NA,NA,NA,0.137717043234384,0.375236986793057,0.0026265366115275,0.986456175263685,LOC100191202,Zm00001d042996,GRMZM2G105283,NA,NA,chr3,188366279,188368733,188367506,552127662,740495168,NA
Zm00001eb149010,T2,non-signi,7_Myc responsive,up,up,Conserved,up,-0.316666051239272,0.610086920639772,0.662558505767478,0.50870917742934,0.0594896696197511,0.617814446636791,0.0029734176625744,0.983108872848952,LOC100191202,Zm00001d042996,GRMZM2G105283,NA,NA,chr3,188366279,188368733,188367506,552127662,740495168,NA
Zm00001eb226150,T1,NA,8_Conserved,down,down,NA,NA,NA,NA,NA,NA,-0.280633631306491,0.0789215395064093,-0.212871719791602,0.102796934261241,LOC100191246,Zm00001d014572,GRMZM2G414387,NA,NA,chr5,54044935,54060950,54052942,1040475889,1094528831,NA
Zm00001eb226150,T2,NA,3_Modulated,down,down,NA,NA,NA,NA,NA,NA,-0.981258621247871,4.97030209511219e-5,-0.447970391095057,0.0323394100457802,LOC100191246,Zm00001d014572,GRMZM2G414387,NA,NA,chr5,54044935,54060950,54052942,1040475889,1094528831,NA
Zm00001eb013460,T1,NA,8_Conserved,up,down,NA,NA,NA,NA,NA,NA,-0.0129534495776014,0.939821800365788,0.130669698672319,0.476155551866587,LOC100191274,Zm00001d028753,AC208201.3_FG001,NA,NA,chr1,45194488,45197152,45195820,0,45195820,NA
Zm00001eb013460,T2,NA,8_Conserved,down,down,NA,NA,NA,NA,NA,NA,-0.155923069907693,0.342138064833147,-0.308149312715921,0.142492110218609,LOC100191274,Zm00001d028753,AC208201.3_FG001,NA,NA,chr1,45194488,45197152,45195820,0,45195820,NA
Zm00001eb297330,T1,NA,7_Myc responsive,down,up,NA,NA,NA,NA,NA,NA,0.103059037715414,0.519667835351238,-0.0194449608985616,0.879496814341568,LOC100191278,Zm00001d039166,GRMZM2G113355,NA,NA,chr6,178933071,178935798,178934434,1266829338,1445763772,NA
Zm00001eb297330,T2,signi,2_Mock conditional,down,down,Cis only,down,-1.47308269801728,4.80657236635023e-4,-2.33680846430168,0.00567581330450633,-0.172248025873692,0.506319627590313,-1.1254792686852,5.09908184224094e-4,LOC100191278,Zm00001d039166,GRMZM2G113355,NA,NA,chr6,178933071,178935798,178934434,1266829338,1445763772,NA
Zm00001eb084080,T1,NA,8_Conserved,down,down,NA,NA,NA,NA,NA,NA,-0.179971264867721,0.259293613247858,-0.0544795147650615,0.724514048677743,LOC100191324,Zm00001d003807,GRMZM2G062574,NA,NA,chr2,59951364,59961043,59956204,308452471,368408675,NA
Zm00001eb084080,T2,non-signi,2_Mock conditional,up,down,Conserved,down,-0.792797885291276,0.24441990603948,-0.0666102759160054,0.838424611460351,-0.0790204126218691,0.621523840993118,0.434909618133908,0.00953130309434747,LOC100191324,Zm00001d003807,GRMZM2G062574,NA,NA,chr2,59951364,59961043,59956204,308452471,368408675,NA
Zm00001eb113740,T1,NA,Ambiguous,up,down,NA,NA,NA,NA,NA,NA,-0.034340596179915,0.86357717880048,0.475788303876158,0.00945084746009145,LOC100191333,Zm00001d007442,GRMZM2G097896,NA,NA,chr2,231257494,231264623,231261058,308452471,539713529,NA
Zm00001eb113740,T2,NA,Ambiguous,up,up,NA,NA,NA,NA,NA,NA,0.291047271153633,0.052937948770743,0.385715310929008,0.0313579551821522,LOC100191333,Zm00001d007442,GRMZM2G097896,NA,NA,chr2,231257494,231264623,231261058,308452471,539713529,NA
Zm00001eb137930,T1,NA,5_Constitutive,down,down,NA,NA,NA,NA,NA,NA,-0.647087121807219,2.08662137576774e-5,-0.663741694357093,2.2473235922083e-4,LOC100191339,Zm00001d041726,GRMZM2G110369,NA,NA,chr3,136294078,136295771,136294924,552127662,688422586,NA
Zm00001eb137930,T2,signi,4_Antagonistic,up,down,Trans,down,-0.750375016154945,0.0323418249075907,-0.556506400926716,0.157748079586504,-0.692455263860928,0.00273085881012722,0.40976867891724,0.0353247795514302,LOC100191339,Zm00001d041726,GRMZM2G110369,NA,NA,chr3,136294078,136295771,136294924,552127662,688422586,NA
Zm00001eb357450,T1,NA,8_Conserved,up,up,NA,NA,NA,NA,NA,NA,0.790914760400059,0.0692275229722576,0.470077790187626,0.180061696198492,LOC100191347,Zm00001d011246,GRMZM5G842645,NA,NA,chr8,143935713,143939864,143937788,1633995488,1777933276,NA
Zm00001eb357450,T2,NA,3_Modulated,up,up,NA,NA,NA,NA,NA,NA,2.56671695843447,6.19466619320139e-5,1.30591318985991,0.00386769371410988,LOC100191347,Zm00001d011246,GRMZM5G842645,NA,NA,chr8,143935713,143939864,143937788,1633995488,1777933276,NA
Zm00001eb121490,T1,NA,8_Conserved,down,down,NA,NA,NA,NA,NA,NA,-0.0288552241457735,0.860170820445517,-0.0678619445455624,0.640048952790096,LOC100191350,Zm00001d039519,GRMZM2G015267,NA,NA,chr3,7325634,7329080,7327357,552127662,559455019,NA
Zm00001eb121490,T2,NA,7_Myc responsive,up,down,NA,NA,NA,NA,NA,NA,-0.17457049954059,0.212991201986576,0.112095889221459,0.512824556021291,LOC100191350,Zm00001d039519,GRMZM2G015267,NA,NA,chr3,7325634,7329080,7327357,552127662,559455019,NA
Zm00001eb062040,T1,NA,8_Conserved,down,down,NA,NA,NA,NA,NA,NA,-0.105762293807587,0.61111171430681,-0.294186181711389,0.124986936417482,LOC100191364,Zm00001d034586,GRMZM2G179133,NA,NA,chr1,298660889,298677679,298669284,0,298669284,NA
Zm00001eb062040,T2,NA,Ambiguous,down,down,NA,NA,NA,NA,NA,NA,-0.624401864551502,0.0196306613565707,-0.295227811911712,0.299625702408195,LOC100191364,Zm00001d034586,GRMZM2G179133,NA,NA,chr1,298660889,298677679,298669284,0,298669284,NA
Zm00001eb396820,T1,NA,8_Conserved,down,up,NA,NA,NA,NA,NA,NA,0.297231765926225,0.619145748286698,-0.868460676895067,0.0745215390811934,LOC100191380,Zm00001d047712,GRMZM2G083222,NA,NA,chr9,143236353,143239857,143238105,1816406690,1959644795,NA
Zm00001eb396820,T2,NA,1_Myc conditional,up,up,NA,NA,NA,NA,NA,NA,1.39261836551565,0.00591746441248034,0.03778587703219,0.93892382213314,LOC100191380,Zm00001d047712,GRMZM2G083222,NA,NA,chr9,143236353,143239857,143238105,1816406690,1959644795,NA
Zm00001eb162120,T1,NA,5_Constitutive,up,up,NA,NA,NA,NA,NA,NA,0.468198476073629,7.26099334725756e-4,0.61432317088172,1.37882635296035e-4,LOC100191382,Zm00001d044480,GRMZM2G122800,NA,NA,chr3,231240243,231243615,231241929,552127662,783369591,NA
Zm00001eb162120,T2,non-signi,3_Modulated,up,up,Trans,up,0.482560714143079,0.026234583218034,0.0932654771029138,0.72561926695422,0.55183931650984,2.45303319774479e-4,0.87674065803647,1.45230948117042e-5,LOC100191382,Zm00001d044480,GRMZM2G122800,NA,NA,chr3,231240243,231243615,231241929,552127662,783369591,NA
Zm00001eb043470,T1,NA,5_Constitutive,up,up,NA,NA,NA,NA,NA,NA,0.593570562903672,3.04745664516804e-4,0.537212383398036,5.45063451929775e-4,LOC100191408,Zm00001d000295,NA,NA,NA,chr1,228596659,228601178,228598918,0,228598918,NA
Zm00001eb043470,T2,NA,5_Constitutive,up,up,NA,NA,NA,NA,NA,NA,0.685157434716355,1.86756354557812e-5,0.614882218133803,0.00320896853856517,LOC100191408,Zm00001d000295,NA,NA,NA,chr1,228596659,228601178,228598918,0,228598918,NA
Zm00001eb101850,T1,NA,Ambiguous,up,up,NA,NA,NA,NA,NA,NA,0.0389403142965857,0.925453147052214,1.48954296062236,0.0243752036170733,LOC100191446,Zm00001d006017,GRMZM2G134332,NA,NA,chr2,194803347,194805117,194804232,308452471,503256703,NA
Zm00001eb101850,T2,NA,2_Mock conditional,up,up,NA,NA,NA,NA,NA,NA,0.190541254311866,0.355800798381018,1.42689798244405,0.0122820105081357,LOC100191446,Zm00001d006017,GRMZM2G134332,NA,NA,chr2,194803347,194805117,194804232,308452471,503256703,NA
Zm00001eb378720,T1,NA,7_Myc responsive,down,up,NA,NA,NA,NA,NA,NA,0.148372898745626,0.256070727982499,-0.0215644202903564,0.865511327791045,LOC100191494,Zm00001d045519,GRMZM5G825515,NA,NA,chr9,27245298,27249070,27247184,1816406690,1843653874,NA
Zm00001eb378720,T2,NA,7_Myc responsive,up,up,NA,NA,NA,NA,NA,NA,0.089795919610657,0.627585314276739,0.0719151169085381,0.624449409700043,LOC100191494,Zm00001d045519,GRMZM5G825515,NA,NA,chr9,27245298,27249070,27247184,1816406690,1843653874,NA
Zm00001eb210180,T1,NA,5_Constitutive,down,down,NA,NA,NA,NA,NA,NA,-1.6771176554935,4.24730128543501e-4,-1.55096468925498,6.77109897090226e-4,LOC100191501,NA,GRMZM2G356204,NA,NA,chr5,286074,288743,287408,1040475889,1040763297,NA
Zm00001eb210180,T2,NA,Ambiguous,down,down,NA,NA,NA,NA,NA,NA,-1.08054048050038,0.0186305390822631,-0.675279929513724,0.0422035399582171,LOC100191501,NA,GRMZM2G356204,NA,NA,chr5,286074,288743,287408,1040475889,1040763297,NA
Zm00001eb095770,T1,NA,4_Antagonistic,down,up,NA,NA,NA,NA,NA,NA,0.496204899809901,0.00985711661579333,-0.487624672980317,0.00385400276127095,LOC100191504,Zm00001d005308,GRMZM2G017334,NA,NA,chr2,168769701,168773922,168771812,308452471,477224283,NA
Zm00001eb095770,T2,NA,2_Mock conditional,down,up,NA,NA,NA,NA,NA,NA,0.328973725513888,0.220038201548431,-0.505314791623576,0.0345763292063459,LOC100191504,Zm00001d005308,GRMZM2G017334,NA,NA,chr2,168769701,168773922,168771812,308452471,477224283,NA
Zm00001eb184850,T1,NA,8_Conserved,down,up,NA,NA,NA,NA,NA,NA,0.0576736090663913,0.681529027219439,-0.0373279465683187,0.75370443387487,LOC100191507,Zm00001d051112,GRMZM2G079817,NA,NA,chr4,145505720,145509039,145507380,790145429,935652809,NA
Zm00001eb184850,T2,non-signi,8_Conserved,up,up,Conserved,up,0.0681514535907125,0.781677275336312,0.0440997546526128,0.878168672802465,0.0139541992649469,0.920965890470262,0.0891088182432092,0.608365767124293,LOC100191507,Zm00001d051112,GRMZM2G079817,NA,NA,chr4,145505720,145509039,145507380,790145429,935652809,NA
Zm00001eb294800,T1,NA,2_Mock conditional,down,up,NA,NA,NA,NA,NA,NA,0.0517732194818343,0.650367986033193,-0.467981578339283,3.35641587032598e-4,LOC100191546,Zm00001d038905,GRMZM2G059825,NA,NA,chr6,174074004,174076960,174075482,1266829338,1440904820,NA
Zm00001eb294800,T2,signi,2_Mock conditional,down,down,Conserved,down,-0.125007608952327,0.417613417840391,-0.282432961650594,0.360546642410911,-0.203448806119963,0.0664840095250516,-0.918871602628623,9.84866306339885e-5,LOC100191546,Zm00001d038905,GRMZM2G059825,NA,NA,chr6,174074004,174076960,174075482,1266829338,1440904820,NA
Zm00001eb064850,T1,NA,2_Mock conditional,down,up,NA,NA,NA,NA,NA,NA,0.0741618165464318,0.427277646693752,-0.307253404117745,0.00198441096506292,LOC100191606,Zm00001d034885,GRMZM2G176612,NA,NA,chr1,306120708,306125882,306123295,0,306123295,NA
Zm00001eb064850,T2,NA,8_Conserved,down,down,NA,NA,NA,NA,NA,NA,-0.139604643532914,0.211646387272515,-0.0578861489482856,0.699127210457167,LOC100191606,Zm00001d034885,GRMZM2G176612,NA,NA,chr1,306120708,306125882,306123295,0,306123295,NA
Zm00001eb114130,T1,NA,5_Constitutive,down,down,NA,NA,NA,NA,NA,NA,-0.505957565161943,0.00163349657099892,-0.363731989251889,0.0226633688517856,LOC100191617,Zm00001d007486,GRMZM2G372068,NA,NA,chr2,232266306,232268281,232267294,308452471,540719765,NA
Zm00001eb114130,T2,signi,3_Modulated,down,down,Cis only,down,-1.4484514481011601,1.95718515434019e-5,-2.12090092537698,4.08001347758904e-5,-0.76653073471709,3.52716506095981e-5,-1.58891977725087,1.50602011495776e-6,LOC100191617,Zm00001d007486,GRMZM2G372068,NA,NA,chr2,232266306,232268281,232267294,308452471,540719765,NA
Zm00001eb110300,T1,NA,8_Conserved,up,up,NA,NA,NA,NA,NA,NA,0.178727301514299,0.0691302429661917,0.00902061915306716,0.922349420380807,LOC100191632,Zm00001d007034,GRMZM2G049347,NA,NA,chr2,220549948,220582294,220566121,308452471,529018592,NA
Zm00001eb110300,T2,signi,7_Myc responsive,up,up,Conserved,down,-0.162699148934454,0.471634580196842,-0.0943936167660919,0.742532706063313,0.0632900487155474,0.560779482861506,0.147833931121027,0.178902250610843,LOC100191632,Zm00001d007034,GRMZM2G049347,NA,NA,chr2,220549948,220582294,220566121,308452471,529018592,NA
Zm00001eb064540,T1,NA,6_Fixed,up,up,NA,NA,NA,NA,NA,NA,0.747599350922837,1.57471032920089e-4,1.01286261877952,7.33573729903139e-5,LOC100191639,Zm00001d034852,GRMZM2G024389,NA,NA,chr1,305268191,305269595,305268893,0,305268893,NA
Zm00001eb064540,T2,signi,5_Constitutive,up,up,Trans,up,1.2948890158729,0.00445949999393384,0.478222509875601,0.417345711219984,1.21959395045711,4.51923924491708e-6,1.42310567423748,3.02838326873599e-6,LOC100191639,Zm00001d034852,GRMZM2G024389,NA,NA,chr1,305268191,305269595,305268893,0,305268893,NA
Zm00001eb293450,T1,NA,1_Myc conditional,up,down,NA,NA,NA,NA,NA,NA,-0.526704915277238,0.0120957396567127,0.392931787449167,0.109119283493772,LOC100191664,Zm00001d038764,AC206788.3_FG015,NA,NA,chr6,171371429,171373586,171372508,1266829338,1438201846,NA
Zm00001eb293450,T2,NA,1_Myc conditional,down,down,NA,NA,NA,NA,NA,NA,-0.813467339890589,3.81253050978365e-5,-0.0234068540004256,0.924700916590199,LOC100191664,Zm00001d038764,AC206788.3_FG015,NA,NA,chr6,171371429,171373586,171372508,1266829338,1438201846,NA
Zm00001eb053220,T1,NA,1_Myc conditional,up,up,NA,NA,NA,NA,NA,NA,0.35474003696535,0.00352647962855557,0.058134166999022,0.570169264280678,LOC100191680,Zm00001d033528,GRMZM2G104542,NA,NA,chr1,267631580,267651064,267641322,0,267641322,NA
Zm00001eb053220,T2,signi,1_Myc conditional,up,up,Conserved,up,0.438624046265487,0.14160174215863,0.138730308426434,0.727004147408035,0.738003719722118,0.00121791251412303,0.0730769184019229,0.615470664638185,LOC100191680,Zm00001d033528,GRMZM2G104542,NA,NA,chr1,267631580,267651064,267641322,0,267641322,NA
Zm00001eb379140,T1,NA,8_Conserved,up,up,NA,NA,NA,NA,NA,NA,0.119254715014015,0.446157955716303,0.0406440508607034,0.704875417010986,LOC100191686,Zm00001d045565,GRMZM2G475293,NA,NA,chr9,28849802,28851296,28850549,1816406690,1845257239,NA
Zm00001eb379140,T2,NA,8_Conserved,down,up,NA,NA,NA,NA,NA,NA,0.103362813618351,0.622497892051643,-0.0812045853524527,0.709746725181474,LOC100191686,Zm00001d045565,GRMZM2G475293,NA,NA,chr9,28849802,28851296,28850549,1816406690,1845257239,NA
Zm00001eb291260,T1,NA,8_Conserved,up,up,NA,NA,NA,NA,NA,NA,0.132674099322296,0.465594796851869,0.129103207472881,0.352877170168628,LOC100191714,Zm00001d038537,GRMZM2G044512,NA,NA,chr6,166864680,166866951,166865816,1266829338,1433695154,NA
Zm00001eb291260,T2,NA,8_Conserved,down,up,NA,NA,NA,NA,NA,NA,0.259663922196945,0.346955329219272,-0.260878236583956,0.295738524206643,LOC100191714,Zm00001d038537,GRMZM2G044512,NA,NA,chr6,166864680,166866951,166865816,1266829338,1433695154,NA
